left wheel speed,right wheel speed,gyro x,gyro y,gyro z
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0007890455890446901,0.0020844493992626667,-0.001226356253027916
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.00027517962735146284,-0.002172451466321945,7.998022192623466e-05
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0005229893140494823,0.0010202242992818356,-0.00018128709052689373
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0002553559606894851,0.00022147735580801964,-0.0009647259721532464
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0010555917397141457,0.0015548882074654102,-0.0007024110527709126
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0010555917397141457,-0.00030750595033168793,8.139075362123549e-05
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0002574227983132005,0.0010227756574749947,0.00034265805152244866
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-8.633476682007313e-06,0.00022460659965872765,8.139075362123549e-05
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0010555917397141457,0.0044815074652433395,-0.0012249457649886608
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0002590968506410718,-0.0016363468021154404,0.0011252022814005613
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0010711111826822162,-0.0042975968681275845,-0.0004434962465893477
<Speed 0.00 mmps>,<Speed 0.00 mmps>,1.5237601473927498e-06,0.0031548349652439356,0.0008622958557680249
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0002639954909682274,-0.001104243565350771,-0.000444582401541993
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0008002071408554912,0.0012876777909696102,-0.0007043270161375403
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0005305581726133823,0.0010204138234257698,0.0013886031229048967
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.00027076504193246365,-0.0008395998738706112,-0.00019074545707553625
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.00026193074882030487,0.00022085709497332573,0.0005938147660344839
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.000266161747276783,-4.399428144097328e-05,-0.00019581943342927843
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-6.882473826408386e-07,-0.0008408357389271259,-0.0004604112182278186
<Speed 0.00 mmps>,<Speed 0.00 mmps>,4.475819878280163e-06,-0.0024348353035748005,5.9062491345684975e-05
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0005366631085053086,-0.0005716942250728607,6.121890328358859e-05
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.000261385808698833,-3.720540553331375e-05,0.0005829170695506036
<Speed 0.00 mmps>,<Speed 0.00 mmps>,6.3391635194420815e-06,0.00022295070812106133,0.000846956972964108
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0008070945041254163,0.0007577016949653625,-0.0004603360139299184
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0005378649802878499,0.0007617003284394741,-0.0007219942635856569
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.00026060338132083416,0.0018232224974781275,-0.0007222358835861087
